id;name_en;name_de_auto;name_de_final;konfidenz;rang;muskel;geraet
og-1415;Dumbbell One Arm Seated Neutral Wrist Curl;Kurzhantel einarmig sitzend Neutral Wrist Curl;;mittel;5;biceps;dumbbell
og-0364;Dumbbell One Arm Wrist Curl;Kurzhantel einarmig Wrist Curl;;mittel;5;biceps;dumbbell
og-1672;Dumbbell One Arm Zottman Preacher Curl;Kurzhantel einarmig Zottman Scottcurl;;mittel;5;biceps;dumbbell
og-0365;Dumbbell Over Bench Neutral Wrist Curl;Kurzhantel Over Bench Neutral Wrist Curl;;niedrig;5;biceps;dumbbell
og-0366;Dumbbell Over Bench One Arm Neutral Wrist Curl;Kurzhantel Over Bench einarmig Neutral Wrist Curl;;niedrig;5;biceps;dumbbell
og-1441;Dumbbell Over Bench One Arm Reverse Wrist Curl;Kurzhantel Over Bench einarmig Reverse Wrist Curl;;niedrig;5;biceps;dumbbell
og-0367;Dumbbell Over Bench One Arm Wrist Curl;Kurzhantel Over Bench einarmig Wrist Curl;;niedrig;5;biceps;dumbbell
og-0368;Dumbbell Over Bench Revers Wrist Curl;Kurzhantel Over Bench Revers Wrist Curl;;niedrig;5;biceps;dumbbell
og-0369;Dumbbell Over Bench Wrist Curl;Kurzhantel Over Bench Wrist Curl;;niedrig;5;biceps;dumbbell
og-0370;Dumbbell Peacher Hammer Curl;Kurzhantel Peacher Hammercurl;;mittel;5;biceps;dumbbell
og-0382;Dumbbell Revers Grip Biceps Curl;Kurzhantel Revers Grip Biceps Curl;;niedrig;5;biceps;dumbbell
og-0384;Dumbbell Reverse Preacher Curl;Kurzhantel Reverse Scottcurl;;mittel;5;biceps;dumbbell
og-1675;Dumbbell Reverse Spider Curl;Kurzhantel Reverse Spider Curl;;niedrig;5;biceps;dumbbell
og-0385;Dumbbell Reverse Wrist Curl;Kurzhantel Reverse Wrist Curl;;niedrig;5;biceps;dumbbell
og-1677;Dumbbell Seated Bicep Curl;Kurzhantel sitzend Bicep Curl;;mittel;5;biceps;dumbbell
og-3547;Dumbbell Seated Biceps Curl To Shoulder Press;Kurzhantel sitzend Biceps Curl zum Schulterdrücken;;mittel;5;biceps;dumbbell
og-0393;Dumbbell Seated Inner Biceps Curl;Kurzhantel sitzend Inner Biceps Curl;;mittel;5;biceps;dumbbell
og-0397;Dumbbell Seated Neutral Wrist Curl;Kurzhantel sitzend Neutral Wrist Curl;;mittel;5;biceps;dumbbell
og-0401;Dumbbell Seated Palms Up Wrist Curl;Kurzhantel sitzend Palms Up Wrist Curl;;mittel;5;biceps;dumbbell
og-0403;Dumbbell Seated Revers Grip Concentration Curl;Kurzhantel sitzend Revers Grip Konzentrationscurl;;mittel;5;biceps;dumbbell
og-0416;Dumbbell Standing Biceps Curl;Kurzhantel stehend Biceps Curl;;mittel;5;biceps;dumbbell
og-2321;Dumbbell Standing Inner Biceps Curl V. 2;Kurzhantel stehend Inner Biceps Curl V. 2;;mittel;5;biceps;dumbbell
og-0422;Dumbbell Standing One Arm Curl (Over Incline Bench);Kurzhantel stehend einarmig Curl (over Schrägbank Bench);;mittel;5;biceps;dumbbell
og-1680;Dumbbell Standing One Arm Curl Over Incline Bench;Kurzhantel stehend einarmig Curl Over Schrägbank Bench;;mittel;5;biceps;dumbbell
og-0425;Dumbbell Standing One Arm Reverse Curl;Kurzhantel stehend einarmig Reverse Curl;;mittel;5;biceps;dumbbell
og-0429;Dumbbell Standing Reverse Curl;Kurzhantel stehend Reverse Curl;;mittel;5;biceps;dumbbell
og-2293;Dumbbell Standing Zottman Preacher Curl;Kurzhantel stehend Zottman Scottcurl;;mittel;5;biceps;dumbbell
og-1684;Dumbbell Step Up Single Leg Balance With Bicep Curl;Kurzhantel Step-up einbeinig Balance mit Bicep Curl;;mittel;5;biceps;dumbbell
og-5201;Dumbbell Waiter Biceps Curl;Kurzhantel Waiter Biceps Curl;;niedrig;5;biceps;dumbbell
og-0439;Dumbbell Zottman Curl;Kurzhantel Zottman Curl;;mittel;5;biceps;dumbbell
og-2294;Dumbbell Zottman Preacher Curl;Kurzhantel Zottman Scottcurl;;mittel;5;biceps;dumbbell
og-0447;Ez Barbell Curl;Ez Langhantel Curl;;mittel;5;biceps;barbell
og-0454;Ez Barbell Spider Curl;Ez Langhantel Spider Curl;;niedrig;5;biceps;barbell
og-1628;Ez Barbell Spider Curl;Ez Langhantel Spider Curl;;niedrig;5;biceps;barbell
og-2404;Ez-Bar Biceps Curl (With Arm Blaster);SZ-Stange Biceps Curl ( mit Arm Blaster);;niedrig;5;biceps;barbell
og-2741;Ez-Barbell Standing Wide Grip Biceps Curl;Ez- Langhantel stehend Weiter Griff Biceps Curl;;mittel;5;biceps;barbell
og-0575;Lever Bicep Curl;Maschine Bicep Curl;;mittel;5;biceps;machine
og-1615;Lever Hammer Grip Preacher Curl;Maschine Hammer Grip Scottcurl;;mittel;5;biceps;machine
og-0636;Olympic Barbell Hammer Curl;Olympic Langhantel Hammercurl;;mittel;5;biceps;barbell
og-1683;Smith Machine Bicep Curl;Multipresse Bicep Curl;;mittel;5;biceps;machine
og-1426;Smith Seated Wrist Curl;Multipresse sitzend Wrist Curl;;mittel;5;biceps;machine
og-0771;Smith Standing Back Wrist Curl;Multipresse stehend Back Wrist Curl;;mittel;5;biceps;machine
og-1370;Barbell Floor Calf Raise;Langhantel Floor Wadenheben;;mittel;5;calves;barbell
og-0111;Barbell Standing Rocking Leg Calf Raise;Langhantel stehend Rocking Leg Wadenheben;;mittel;5;calves;barbell
og-1380;Dumbbell Seated One Leg Calf Raise - Hammer Grip;Kurzhantel sitzend einbeinig Wadenheben - Hammer Grip;;mittel;5;calves;dumbbell
og-1381;Dumbbell Seated One Leg Calf Raise - Palm Up;Kurzhantel sitzend einbeinig Wadenheben - Palm Up;;mittel;5;calves;dumbbell
og-1383;Hack Calf Raise;Hack Wadenheben;;mittel;5;calves;machine
og-1384;Hack One Leg Calf Raise;Hack einbeinig Wadenheben;;mittel;5;calves;machine
og-1253;Lever Donkey Calf Raise;Maschine Donkey Wadenheben;;mittel;5;calves;machine
og-1391;Sled Calf Press On Leg Press;Sled Calf Drücken auf Beinpresse;;mittel;5;calves;machine
og-1392;Sled One Leg Calf Press On Leg Press;Sled einbeinig Calf Drücken auf Beinpresse;;mittel;5;calves;machine
og-1393;Smith One Leg Floor Calf Raise;Multipresse einbeinig Floor Wadenheben;;mittel;5;calves;machine
og-0763;Smith Reverse Calf Raises;Multipresse Reverse Calf Raises;;niedrig;5;calves;machine
og-1394;Smith Reverse Calf Raises;Multipresse Reverse Calf Raises;;niedrig;5;calves;machine
og-0009;Assisted Chest Dip (Kneeling);Unterstützt Chest Dip ( Kniend);;mittel;5;chest;machine
og-2364;Assisted Wide-Grip Chest Dip (Kneeling);Unterstützt Weiter Griff Chest Dip ( Kniend);;mittel;5;chest;machine
og-0045;Barbell Guillotine Bench Press;Langhantel Guillotine Bankdrücken;;mittel;5;chest;barbell
og-0179;Cable Low Fly;Kabelzug Low Fliegende;;mittel;5;chest;cable
og-0188;Cable Middle Fly;Kabelzug Middle Fliegende;;niedrig;5;chest;cable
og-1262;Cable One Arm Decline Chest Fly;Kabelzug einarmig Negativbank Chest Fliegende;;mittel;5;chest;cable
og-1285;Dumbbell One Arm Bench Fly;Kurzhantel einarmig Bench Fliegende;;mittel;5;chest;dumbbell
og-1624;Dumbbell Reverse Bench Press;Kurzhantel Reverse Bankdrücken;;mittel;5;chest;dumbbell
og-0458;Floor Fly (With Barbell);Floor Fliegende ( mit Langhantel);;mittel;5;chest;barbell
og-3234;Hyght Dumbbell Fly;Hyght Kurzhantel Fliegende;;mittel;5;chest;dumbbell
og-1301;Machine Inner Chest Press;Maschine Inner Brustpresse;;mittel;5;chest;machine
og-1626;Smith Machine Reverse Decline Close Grip Bench Press;Multipresse Reverse Negativbank Enger Griff Bankdrücken;;mittel;5;chest;machine
og-0012;Assisted Lying Leg Raise With Lateral Throw Down;Unterstützt liegend Beinheben mit Lateral Throw Down;;mittel;5;core;machine
og-0013;Assisted Lying Leg Raise With Throw Down;Unterstützt liegend Beinheben mit Throw Down;;mittel;5;core;machine
og-2799;Barbell Sitted Alternate Leg Raise;Langhantel Sitted alternierend Beinheben;;mittel;5;core;barbell
og-2800;Barbell Sitted Alternate Leg Raise (Female);Langhantel Sitted alternierend Beinheben (female);;mittel;5;core;barbell
og-0873;Cable Reverse Crunch;Kabelzug Reverse Crunch;;mittel;5;core;cable
og-0223;Cable Side Crunch;Kabelzug Side Crunch;;mittel;5;core;cable
og-0874;Cable Standing Crunch (With Rope Attachment);Kabelzug stehend Crunch ( mit Rope Attachment);;mittel;5;core;cable
og-0242;Cable Tuck Reverse Crunch;Kabelzug Tuck Reverse Crunch;;niedrig;5;core;cable
og-0595;Lever Seated Crunch (Chest Pad);Maschine sitzend Crunch (chest Pad);;mittel;5;core;machine
og-0029;Barbell Clean-Grip Front Squat;Langhantel Umsetzen -grip Frontkniebeuge;;mittel;5;glutes;barbell
og-0039;Barbell Front Chest Squat;Langhantel Vorne Chest Kniebeuge;;mittel;5;glutes;barbell
og-0043;Barbell Full Squat;Langhantel Full Kniebeuge;;mittel;5;glutes;barbell
og-1461;Barbell Full Squat (Back Pov);Langhantel Full Kniebeuge (back Pov);;niedrig;5;glutes;barbell
og-1462;Barbell Full Squat (Side Pov);Langhantel Full Kniebeuge (side Pov);;niedrig;5;glutes;barbell
og-1545;Barbell Full Zercher Squat;Langhantel Full Zercher Kniebeuge;;niedrig;5;glutes;barbell
og-3562;Barbell Glute Bridge Two Legs On Bench (Male);Langhantel Glute Bridge Two Legs auf Bench (male);;niedrig;5;glutes;barbell
og-1436;Barbell High Bar Squat;Langhantel High Bar Kniebeuge;;mittel;5;glutes;barbell
og-0051;Barbell Jefferson Squat;Langhantel Jefferson Kniebeuge;;niedrig;5;glutes;barbell
og-1410;Barbell Lateral Lunge;Langhantel Lateral Ausfallschritt;;mittel;5;glutes;barbell
og-1435;Barbell Low Bar Squat;Langhantel Low Bar Kniebeuge;;mittel;5;glutes;barbell
og-0063;Barbell Narrow Stance Squat;Langhantel eng Stance Kniebeuge;;mittel;5;glutes;barbell
og-0066;Barbell One Arm Side Deadlift;Langhantel einarmig Side Kreuzheben;;mittel;5;glutes;barbell
og-0078;Barbell Rear Lunge;Langhantel Rear Ausfallschritt;;mittel;5;glutes;barbell
og-0077;Barbell Rear Lunge V. 2;Langhantel Rear Ausfallschritt V. 2;;mittel;5;glutes;barbell
og-0101;Barbell Speed Squat;Langhantel Speed Kniebeuge;;mittel;5;glutes;barbell
og-0117;Barbell Sumo Deadlift;Langhantel Sumo Kreuzheben;;mittel;5;glutes;barbell
og-0127;Barbell Zercher Squat;Langhantel Zercher Kniebeuge;;mittel;5;glutes;barbell
og-0291;Dumbbell Bench Squat;Kurzhantel Bench Kniebeuge;;mittel;5;glutes;dumbbell
og-3635;Dumbbell Contralateral Forward Lunge;Kurzhantel Contralateral Forward Ausfallschritt;;niedrig;5;glutes;dumbbell
og-0371;Dumbbell Plyo Squat;Kurzhantel Plyo Kniebeuge;;mittel;5;glutes;dumbbell
og-0381;Dumbbell Rear Lunge;Kurzhantel Rear Ausfallschritt;;mittel;5;glutes;dumbbell
og-2805;Dumbbell Single Leg Deadlift With Stepbox Support;Kurzhantel einbeinig Kreuzheben mit Stepbox Support;;mittel;5;glutes;dumbbell
og-0434;Dumbbell Straight Leg Deadlift;Kurzhantel Straight Leg Kreuzheben;;niedrig;5;glutes;dumbbell
og-3194;Frankenstein Squat;Frankenstein Kniebeuge;;niedrig;5;glutes;barbell
og-2611;Lever Horizontal One Leg Press;Maschine Horizontal One Beinpresse;;niedrig;5;glutes;machine
og-1425;Sled 45 Degrees One Leg Press;Sled 45 Degrees One Beinpresse;;niedrig;5;glutes;machine
og-0739;Sled 45° Leg Press;Sled 45° Beinpresse;;mittel;5;glutes;machine
og-1464;Sled 45° Leg Press (Back Pov);Sled 45° Beinpresse (back Pov);;niedrig;5;glutes;machine
og-1463;Sled 45° Leg Press (Side Pov);Sled 45° Beinpresse (side Pov);;niedrig;5;glutes;machine
og-1433;Smith Front Squat (Clean Grip);Multipresse Frontkniebeuge ( Umsetzen Grip);;mittel;5;glutes;machine
og-3281;Smith Full Squat;Multipresse Full Kniebeuge;;mittel;5;glutes;machine
og-1434;Smith Low Bar Squat;Multipresse Low Bar Kniebeuge;;mittel;5;glutes;machine
og-0769;Smith Sprint Lunge;Multipresse Sprint Ausfallschritt;;mittel;5;glutes;machine
og-3142;Smith Sumo Squat;Multipresse Sumo Kniebeuge;;mittel;5;glutes;machine
og-0811;Trap Bar Deadlift;Trap Bar Kreuzheben;;niedrig;5;glutes;barbell
og-0116;Barbell Straight Leg Deadlift;Langhantel Straight Leg Kreuzheben;;niedrig;5;hamstrings;barbell
og-3235;Cable Assisted Inverse Leg Curl;Kabelzug Unterstützt Inverse Beinbeuger;;mittel;5;hamstrings;cable
og-3195;Lever Lying Two-One Leg Curl;Maschine liegend Two-one Beinbeuger;;mittel;5;hamstrings;machine
og-0024;Barbell Bench Front Squat;Langhantel Bench Frontkniebeuge;;mittel;5;quads;barbell
og-0026;Barbell Bench Squat;Langhantel Bench Kniebeuge;;mittel;5;quads;barbell
og-0102;Barbell Squat (On Knees);Langhantel Kniebeuge ( auf Knees);;mittel;5;quads;barbell
og-2798;Barbell Squat Jump Step Rear Lunge;Langhantel Kniebeuge Sprung Step Rear Ausfallschritt;;mittel;5;quads;barbell
og-1760;Dumbbell Goblet Squat;Kurzhantel Goblet Kniebeuge;;mittel;5;quads;dumbbell
og-2803;Dumbbell Supported Squat;Kurzhantel Supported Kniebeuge;;niedrig;5;quads;dumbbell
og-0786;Squat Jerk;Kniebeuge Jerk;;niedrig;5;quads;barbell
og-0086;Barbell Seated Behind Head Military Press;Langhantel sitzend Behind Head Nackendrücken;;mittel;5;shoulders;barbell
og-0107;Barbell Standing Front Raise Over Head;Langhantel stehend Frontheben Over Head;;mittel;5;shoulders;barbell
og-0154;Cable Cross-Over Revers Fly;Kabelzug Cross-over Revers Fliegende;;niedrig;5;shoulders;cable
og-3697;Cable Kneeling Rear Delt Row (With Rope) (Male);Kabelzug kniend Hintere Schulter Rudern ( mit Rope) (male);;mittel;5;shoulders;cable
og-0202;Cable Rear Delt Row (Stirrups);Kabelzug Hintere Schulter Rudern (stirrups);;mittel;5;shoulders;cable
og-0203;Cable Rear Delt Row (With Rope);Kabelzug Hintere Schulter Rudern ( mit Rope);;mittel;5;shoulders;cable
og-0225;Cable Standing Cross-Over High Reverse Fly;Kabelzug stehend Cross-over High Reverse Fliegende;;mittel;5;shoulders;cable
og-0311;Dumbbell Full Can Lateral Raise;Kurzhantel Full Can Seitheben;;mittel;5;shoulders;dumbbell
og-0335;Dumbbell Lateral To Front Raise;Kurzhantel Lateral zum Frontheben;;mittel;5;shoulders;dumbbell
og-0356;Dumbbell One Arm Lateral Raise With Support;Kurzhantel einarmig Seitheben mit Support;;mittel;5;shoulders;dumbbell
og-0378;Dumbbell Rear Fly;Kurzhantel Rear Fliegende;;mittel;5;shoulders;dumbbell
og-0380;Dumbbell Rear Lateral Raise;Kurzhantel Rear Seitheben;;mittel;5;shoulders;dumbbell
og-0379;Dumbbell Rear Lateral Raise (Support Head);Kurzhantel Rear Seitheben (support Head);;niedrig;5;shoulders;dumbbell
og-2317;Dumbbell Seated Bent Arm Lateral Raise;Kurzhantel sitzend Bent Arm Seitheben;;mittel;5;shoulders;dumbbell
og-0404;Dumbbell Seated Shoulder Press (Parallel Grip);Kurzhantel sitzend Schulterdrücken (parallel Grip);;mittel;5;shoulders;dumbbell
og-0419;Dumbbell Standing Front Raise Above Head;Kurzhantel stehend Frontheben Above Head;;mittel;5;shoulders;dumbbell
og-1765;Dumbbell Upright Row (Back Pov);Kurzhantel Aufrechtes Rudern (back Pov);;mittel;5;shoulders;dumbbell
og-3237;Landmine Lateral Raise;Landmine Seitheben;;mittel;5;shoulders;barbell
og-0601;Lever Seated Reverse Fly (Parallel Grip);Maschine sitzend Reverse Fliegende (parallel Grip);;mittel;5;shoulders;machine
